budget_year,ministry,department_or_org,strength_actual_1mar,strength_actual_year,strength_est_re_1mar,strength_est_re_year,strength_est_be_1mar,strength_est_be_year,pay_actuals_cr,allowances_actuals_cr,travel_actuals_cr,pay_re_cr,allowances_re_cr,travel_re_cr,pay_be_cr,allowances_be_cr,travel_be_cr
2016-17,"The President, Parliament, Union Public Service Commission and the Secretariat of The Vice President","Staff, Household and Allowances of the President",267,2015,282,2016,282,2017,11.67,1.70,0.01,12.74,1.86,0.02,14.80,2.00,0.03
2016-17,"The President, Parliament, Union Public Service Commission and the Secretariat of The Vice President",Lok Sabha,2342,2015,2959,2016,2959,2017,66.97,109.78,3.29,68.10,121.89,3.50,71.35,138.64,3.20
2016-17,"The President, Parliament, Union Public Service Commission and the Secretariat of The Vice President",Rajya Sabha,1409,2015,1594,2016,1594,2017,38.00,63.70,4.69,39.20,70.65,5.80,40.59,75.95,7.41
2016-17,"The President, Parliament, Union Public Service Commission and the Secretariat of The Vice President",Union Public Service Commission,1410,2015,1991,2016,1991,2017,30.65,51.24,1.45,32.50,54.00,0.45,36.50,63.31,0.55
2016-17,"The President, Parliament, Union Public Service Commission and the Secretariat of The Vice President",Secretariat of the Vice-President,60,2015,60,2016,60,2017,2.08,0.16,0.01,2.24,0.17,0.06,2.59,0.20,0.08
2016-17,Ministry of Road Transport and Highways,Ministry of Road Transport and Highways,399,2015,511,2016,511,2017,25.65,34.20,4.25,24.59,40.98,7.98,28.20,47.00,7.11
2016-17,Ministry of Rural Development,Department of Rural Development,538,2015,421,2016,472,2017,10.62,15.13,1.49,10.55,16.81,2.00,11.61,18.49,2.20
2016-17,Ministry of Rural Development,Department of Land Resources,82,2015,80,2016,131,2017,2.81,3.75,0.21,2.48,4.00,0.24,3.22,4.30,0.24
2016-17,Ministry of Science and Technology,Department of Science and Technology,7213,2015,7389,2016,7299,2017,145.64,176.44,12.47,150.17,178.82,14.31,169.61,211.72,21.24
2016-17,Ministry of Science and Technology,Department of Scientific and Industrial Research,88,2015,94,2016,123,2017,3.69,4.52,0.26,3.83,4.69,0.32,4.47,5.41,0.40
2016-17,Ministry of Science and Technology,Department of Biotechnology,176,2015,254,2016,254,2017,7.75,7.20,1.69,8.88,7.08,2.46,16.08,1.26,2.51
2016-17,Ministry of Shipping,Ministry of Shipping,1910,2015,2313,2016,2346,2017,36.30,61.75,13.30,43.59,75.46,28.50,71.73,64.92,30.52
2016-17,Ministry of Skill Development and Entrepreneurship,Ministry of Skill Development and Entrepreneurship,31,2015,49,2016,2063,2017,0.00,0.00,0.00,3.98,0.50,1.45,105.03,0.14,9.10
2016-17,Ministry of Social Justice and Empowerment,Department of Social Justice and Empowerment,496,2015,644,2016,644,2017,11.99,19.97,2.00,12.65,20.92,3.95,14.49,24.25,3.95
2016-17,Ministry of Social Justice and Empowerment,Department of Empowerment of Persons with Disabilities,97,2015,141,2016,141,2017,2.11,3.85,0.10,2.41,5.34,0.22,3.89,6.40,1.32
2016-17,Department of Space,Department of Space,16902,2015,17902,2016,17902,2017,502.27,908.27,50.14,529.55,893.24,60.40,566.62,929.28,69.46
2016-17,Ministry of Statistics and Programme Implementation,Ministry of Statistics and Programme Implementation,4400,2015,6241,2016,6241,2017,129.21,157.92,14.79,135.68,165.83,15.03,157.16,192.09,16.43
2016-17,Ministry of Steel,Ministry of Steel,243,2015,279,2016,277,2017,5.86,9.01,0.89,7.01,8.99,1.38,8.17,10.43,1.39
2016-17,Ministry of Textiles,Ministry of Textiles,4615,2015,4615,2016,4615,2017,167.27,2.58,7.35,203.33,6.64,11.88,256.65,7.54,14.25
2016-17,Ministry of Tourism,Ministry of Tourism,486,2015,580,2016,580,2017,19.67,14.75,6.76,20.51,16.85,7.81,27.70,15.69,8.02
2016-17,Ministry of Tribal Affairs,Ministry of Tribal Affairs,199,2015,307,2016,307,2017,9.86,4.65,0.89,11.10,4.88,1.30,11.97,5.41,1.25
2016-17,Union Territories (Without Legislature),Andaman and Nicobar Islands,29711,2015,29711,2016,29711,2017,442.70,753.44,17.60,470.20,826.96,21.17,499.41,905.93,20.48
2016-17,Union Territories (Without Legislature),Chandigarh,25943,2015,26186,2016,26400,2017,621.02,744.25,1.62,680.18,850.97,2.60,704.90,1014.88,2.57
2016-17,Union Territories (Without Legislature),Dadra & Nagar Haveli,4127,2015,4189,2016,4189,2017,63.84,74.90,0.70,65.54,83.86,1.63,69.31,99.00,1.52
2016-17,Union Territories (Without Legislature),Daman and Diu,2954,2015,2954,2016,2954,2017,41.52,80.81,0.96,44.10,83.55,1.52,45.42,96.98,1.70
2016-17,Union Territories (Without Legislature),Lakshadweep,4980,2015,5284,2016,5400,2017,87.41,131.10,3.48,96.15,144.23,5.77,107.20,160.80,6.84
2016-17,Ministry of Urban Development,Ministry of Urban Development,18483,2015,24613,2016,24644,2017,491.16,550.11,10.07,527.38,568.78,14.97,575.86,678.86,16.33
2016-17,"Ministry of Water Resources, River Development & Ganga Rejuvenation","Ministry of Water Resources, River Development & Ganga Rejuvenation",7941,2015,11541,2016,11531,2017,278.50,347.07,19.98,291.13,416.96,28.03,328.42,491.25,35.20
2016-17,Ministry of Women and Child Development,Ministry of Women and Child Development,638,2015,717,2016,717,2017,13.90,15.44,0.71,14.44,16.92,0.70,23.89,15.49,0.79
2016-17,Ministry of Youth Affairs and Sports,Ministry of Youth Affairs and Sports,290,2015,299,2016,322,2017,10.68,7.62,1.78,14.08,9.24,2.36,14.70,10.32,2.86
2016-17,TOTAL (excluding Ministry of Railways),TOTAL (excluding Ministry of Railways),1979209,2015,2167182,2016,2197339,2017,34993.80,44425.53,2086.92,37870.12,48347.52,2557.08,50024.20,49243.06,2774.37
2016-17,Ministry of Railways,Ministry of Railways,1326437,2015,1326437,2016,1326437,2017,22377.40,32187.48,1510.33,24360.70,3529.58,1583.08,40574.29,39689.69,1630.25
2016-17,GRAND TOTAL,GRAND TOTAL,3305646,2015,3493619,2016,3523776,2017,57371.20,76613.01,3597.25,62230.82,51877.10,4140.16,90598.49,88932.75,4404.62
2017-18,Ministry of Agriculture and Farmers Welfare,"Department of Agriculture, Cooperation and Farmers Welfare",4036,2016,6038,2017,6091,2018,105.10,139.33,10.84,233.66,58.42,13.28,249.14,54.69,17.66
2017-18,Ministry of Agriculture and Farmers Welfare,Department of Agricultural Research and Education,41,2016,49,2017,49,2018,3.43,1.08,0.24,3.76,1.18,0.26,3.97,1.25,0.27
2017-18,Ministry of Agriculture and Farmers Welfare,"Department of Animal Husbandry, Dairying and Fisheries",2454,2016,3814,2017,3814,2018,64.65,70.35,3.21,143.64,21.79,5.23,175.56,36.39,5.67
2017-18,Department of Atomic Energy,Atomic Energy,33471,2016,35094,2017,39526,2018,1006.68,1645.65,36.91,2294.23,891.42,48.23,2363.06,1045.58,53.99
2017-18,"Ministry of Ayurveda, Yoga and Naturopathy, Unani, Siddha and Homoeopathy (AYUSH)","Ministry of Ayurveda, Yoga and Naturopathy, Unani, Siddha and Homoeopathy (AYUSH)",159,2016,217,2017,224,2018,5.33,7.99,1.52,5.11,3.78,2.57,15.77,3.94,2.62
2017-18,Ministry of Chemicals and Fertilisers,Department of Chemicals and Petrochemicals,251,2016,314,2017,314,2018,5.36,8.19,0.44,7.08,9.97,0.84,8.53,9.86,0.93
2017-18,Ministry of Chemicals and Fertilisers,Department of Pharmaceuticals,74,2016,105,2017,105,2018,3.80,1.50,0.27,5.30,1.80,0.31,5.80,1.95,0.34
2017-18,Ministry of Chemicals and Fertilisers,Department of Fertilisers,240,2016,265,2017,302,2018,15.23,2.16,0.28,19.00,5.94,1.35,21.15,6.94,1.50
2017-18,Ministry of Civil Aviation,Ministry of Civil Aviation,1141,2016,2109,2017,2186,2018,76.05,10.69,6.11,97.43,11.00,8.40,118.64,19.16,11.29
2017-18,Ministry of Coal,Ministry of Coal,299,2016,423,2017,423,2018,13.37,6.09,0.78,18.84,5.74,1.06,21.52,5.04,1.14
2017-18,Ministry of Commerce and Industry,Department of Commerce,6915,2016,7237,2017,7237,2018,162.68,211.55,20.04,365.19,91.30,25.55,347.78,115.93,23.63
2017-18,Ministry of Commerce and Industry,Department of Industrial Policy and Promotion,2009,2016,2820,2017,2878,2018,46.89,55.18,2.66,93.16,39.99,4.49,102.63,46.34,5.30
2017-18,Ministry of Communications,Department of Telecommunications,2763,2016,2869,2017,2913,2018,121.88,146.26,13.87,313.23,25.73,18.12,322.63,40.06,19.90
2017-18,Ministry of Communications,Department of Posts,448840,2016,469282,2017,469282,2018,4204.50,8007.07,89.69,8807.13,5571.06,93.09,8849.10,6535.56,85.21
2017-18,"Ministry of Consumer Affairs, Food and Public Distribution",Department of Food and Public Distribution,927,2016,1195,2017,1197,2018,24.39,32.10,1.68,40.57,28.44,2.03,47.13,26.53,2.16
2017-18,"Ministry of Consumer Affairs, Food and Public Distribution",Department of Consumer Affairs,837,2016,1169,2017,1172,2018,15.02,21.01,2.28,39.00,26.00,1.14,49.55,20.00,1.33
2017-18,Ministry of Corporate Affairs,Ministry of Corporate Affairs,1376,2016,2453,2017,2450,2018,58.50,29.50,2.23,75.33,37.67,3.95,86.67,43.33,4.66
2017-18,Ministry of Culture,Ministry of Culture,7855,2016,10617,2017,10700,2018,143.64,155.52,12.00,166.67,180.56,11.73,178.34,193.20,15.45
2017-18,Ministry of Defence,Ministry of Defence (Misc.),40190,2016,50143,2017,51084,2018,1493.25,662.72,67.75,1580.75,724.05,76.78,1769.87,780.25,87.66
2017-18,Ministry of Drinking Water and Sanitation,Ministry of Drinking Water and Sanitation,164,2016,166,2017,166,2018,7.52,0.64,0.06,10.91,0.75,0.10,11.67,0.76,0.09
2017-18,Ministry of Earth Sciences,Ministry of Earth Sciences,4871,2016,7436,2017,7430,2018,118.70,177.98,4.80,314.70,41.30,6.12,334.07,45.93,6.97
2017-18,Ministry of Electronics and Information Technology,Ministry of Electronics and Information Technology,5522,2016,6567,2017,6567,2018,311.34,207.56,8.67,409.90,273.27,15.01,415.34,276.89,14.01
2017-18,"Ministry of Environment, Forests and Climate Change","Ministry of Environment, Forests and Climate Change",2929,2016,5094,2017,5094,2018,92.46,90.61,24.63,190.23,37.32,19.56,190.71,37.69,20.14
2017-18,Ministry of External Affairs,Ministry of External Affairs,9294,2016,11373,2017,11403,2018,1418.50,127.64,246.23,1667.09,172.25,251.11,1649.26,169.58,257.72
2017-18,Ministry of Finance,Department of Economic Affairs,1085,2016,1341,2017,1365,2018,36.65,38.29,8.90,79.38,6.30,10.79,85.67,6.21,13.29
2017-18,Ministry of Finance,Department of Investment and Public Asset Management (DIPAM),59,2016,74,2017,74,2018,4.40,0.47,2.04,5.71,0.69,3.40,6.51,0.34,3.40
2017-18,Ministry of Finance,Indirect Taxes,50638,2016,91756,2017,91756,2018,1282.00,2051.10,62.94,2573.68,1110.00,63.00,2758.53,1183.00,75.00
2017-18,Ministry of Finance,Direct Taxes,46236,2016,80082,2017,80082,2018,1077.47,1616.21,47.47,1347.20,2020.80,51.34,1441.50,2162.26,55.83
2017-18,Ministry of Finance,Department of Financial Services,1161,2016,1560,2017,1601,2018,73.70,41.34,1.63,89.60,13.42,1.61,95.90,21.53,2.37
2017-18,Ministry of Finance,Department of Expenditure,953,2016,1587,2017,1646,2018,44.85,43.52,4.20,57.03,28.02,3.37,65.52,29.28,6.07
2017-18,Ministry of Finance,Department of Revenue,7120,2016,7120,2017,7120,2018,153.55,,3.96,296.36,,9.79,292.87,,11.19
2017-18,Ministry of Finance,Indian Audit and Accounts Department,45879,2016,47949,2017,50020,2018,1159.44,1774.02,171.40,2673.26,868.74,160.08,2780.12,1009.88,165.25
2017-18,Ministry of Food Processing Industries,Ministry of Food Processing Industries,140,2016,189,2017,189,2018,5.90,6.48,0.55,7.65,7.21,1.05,8.17,7.73,1.17
2017-18,Ministry of Health and Family Welfare,Department of Health Research,21,2016,21,2017,129,2018,,,0.12,,,0.25,,,0.30
2017-18,Ministry of Health and Family Welfare,Department of Health and Family Welfare,21314,2016,23524,2017,24047,2018,769.86,940.95,16.16,823.22,1234.82,26.21,2301.10,255.68,34.17
2017-18,Ministry of Heavy Industries and Public Enterprises,Department of Heavy Industry,278,2016,278,2017,278,2018,5.85,8.60,1.28,14.76,2.47,1.70,15.30,3.25,1.80
2017-18,Ministry of Heavy Industries and Public Enterprises,Department of Public Enterprises,70,2016,122,2017,122,2018,3.00,3.18,0.22,6.16,1.54,0.30,6.34,1.69,0.30
2017-18,Ministry of Home Affairs,Chandigarh,26186,2016,26400,2017,26400,2018,678.85,826.96,2.14,704.90,1014.94,2.73,726.04,1086.47,2.74
2017-18,Ministry of Home Affairs,Dadra and Nagar Haveli,4127,2016,4189,2017,4189,2018,61.89,88.26,1.30,153.13,20.68,1.52,157.05,28.93,1.48
2017-18,Ministry of Home Affairs,Daman and Diu,2954,2016,2954,2017,2954,2018,42.77,87.10,1.29,139.63,10.73,1.70,143.80,17.09,1.92
2017-18,Ministry of Home Affairs,Lakshadweep,5333,2016,5409,2017,5543,2018,81.90,152.10,5.22,92.81,175.31,8.68,116.38,189.88,7.99
2017-18,Ministry of Home Affairs,Police,1007366,2016,1094135,2017,1113689,2018,18611.31,22747.14,1073.16,22729.09,27780.00,1327.00,23226.75,28388.24,1521.30
2017-18,Ministry of Home Affairs,Cabinet,921,2016,1203,2017,1218,2018,34.74,42.47,102.09,44.87,54.84,54.34,46.41,56.72,52.82
2017-18,Ministry of Home Affairs,Ministry of Home Affairs,18702,2016,24770,2017,24778,2018,368.81,447.63,25.36,463.27,563.23,25.47,460.35,562.65,31.36
2017-18,Ministry of Home Affairs,Andaman and Nicobar Islands,29711,2016,29711,2017,29711,2018,455.27,833.81,2180.00,608.67,863.06,19.03,643.90,948.29,18.87
2017-18,Ministry of Housing and Urban Poverty Alleviation,Ministry of Housing and Urban Poverty Alleviation,127,2016,154,2017,154,2018,6.42,3.79,0.22,9.84,3.94,4.33,12.02,2.46,2.97
2017-18,Ministry of Human Resource Development,Department of School Education and Literacy,318,2016,456,2017,456,2018,5.72,8.15,0.88,15.01,6.67,1.86,17.87,8.13,1.66
2017-18,Ministry of Human Resource Development,Department of Higher Education,943,2016,1280,2017,1278,2018,35.92,42.44,3.48,43.16,50.99,7.30,73.55,27.20,7.30
2017-18,Ministry of Information and Broadcasting,Ministry of Information and Broadcasting,4012,2016,6258,2017,6258,2018,165.08,132.56,8.34,272.91,72.55,9.61,253.40,119.25,10.80
2017-18,Ministry of Labour and Employment,Ministry of Labour and Employment,7352,2016,7204,2017,7204,2018,324.54,71.24,14.22,296.40,93.60,9.58,319.20,100.80,12.75
2017-18,Ministry of Law and Justice,Election Commission,450,2016,650,2017,650,2018,9.20,16.26,1.67,30.94,2.06,2.10,31.87,3.13,2.10
2017-18,Ministry of Law and Justice,Law and Justice,1849,2016,2011,2017,1997,2018,28.33,84.97,3.64,127.05,18.15,6.63,144.38,20.63,9.17
2017-18,Ministry of Law and Justice,Supreme Court of India,2393,2016,2393,2017,2393,2018,65.34,72.89,1.45,163.02,37.98,2.50,167.80,402.00,2.50
2017-18,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",2111,2016,2878,2017,2878,2018,51.64,61.35,2.52,62.16,81.94,3.58,74.01,86.43,5.73
2017-18,Ministry of Mines,Ministry of Mines,8130,2016,8839,2017,9481,2018,210.99,358.46,29.38,287.98,351.36,32.65,306.83,374.17,30.75
2017-18,Ministry of Minority Affairs,Ministry of Minority Affairs,169,2016,261,2017,260,2018,4.46,8.24,0.69,15.10,1.05,0.89,60.76,5.47,2.15
2017-18,Ministry of New and Renewable Energy,Ministry of New and Renewable Energy,210,2016,284,2017,284,2018,10.61,7.68,1.92,13.21,9.57,2.93,13.17,9.53,2.93
2017-18,Ministry of Panchayati Raj,Ministry of Panchayati Raj,125,2016,125,2017,125,2018,7.91,2.42,0.42,9.15,3.18,0.75,9.79,2.90,1.00
2017-18,Ministry of Parliamentary Affairs,Ministry of Parliamentary Affairs,122,2016,149,2017,149,2018,3.92,6.39,1.09,10.22,1.68,2.70,8.69,2.41,2.75
2017-18,"Ministry of Personnel, Public Grievances and Pensions","Ministry of Personnel, Public Grievances and Pensions",8443,2016,10810,2017,10810,2018,238.55,320.85,22.52,275.96,357.93,41.75,296.72,380.34,30.28
2017-18,"Ministry of Personnel, Public Grievances and Pensions",Central Vigilance Commission,310,2016,310,2017,310,2018,6.19,8.34,1.11,12.64,4.95,1.21,17.34,2.55,1.31
2017-18,Ministry of Petroleum and Natural Gas,Ministry of Petroleum and Natural Gas,244,2016,282,2017,282,2018,18.25,1.44,1.11,21.10,2.10,0.89,21.91,4.39,0.95
2017-18,Ministry of Planning,Ministry of Planning,544,2016,671,2017,671,2018,52.39,34.92,5.34,34.89,23.26,5.18,38.99,26.00,9.80
2017-18,Ministry of Power,Ministry of Power,1213,2016,1847,2017,1849,2018,42.28,53.60,5.86,89.32,24.89,7.18,92.40,25.75,7.73
2017-18,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President","Staff, Household and Allowances of the President",267,2016,282,2017,282,2018,12.29,1.83,,15.95,2.10,0.02,15.98,2.15,0.10
2017-18,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Union Public Service Commission,1408,2016,1822,2017,1822,2018,31.56,54.63,0.34,66.00,40.00,0.50,84.00,28.00,0.50
2017-18,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Lok Sabha,2343,2016,2988,2017,2988,2018,66.79,119.46,3.10,131.86,98.14,2.60,187.65,60.95,2.75
2017-18,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Rajya Sabha,1334,2016,1610,2017,1608,2018,38.34,70.28,3.81,75.00,50.72,6.76,103.39,39.12,6.41
2017-18,"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President",Secretariat of the Vice-President,60,2016,60,2017,60,2018,0.88,1.51,0.04,1.83,1.26,0.28,2.94,0.66,0.21
2017-18,Ministry of Railways,Ministry of Railways,1331433,2016,1331433,2017,1331433,2018,23562.68,35342.86,1505.43,57301.08,17553.81,1603.27,55977.18,20071.91,1671.65
2017-18,Ministry of Road Transport and Highways,Ministry of Road Transport and Highways,920,2016,1082,2017,1082,2018,55.03,11.01,3.27,68.81,13.19,7.51,69.65,22.65,7.91
2017-18,Ministry of Rural Development,Department of Land Resources,74,2016,122,2017,122,2018,3.65,2.75,0.20,4.66,2.86,0.24,6.84,1.21,0.24
2017-18,Ministry of Rural Development,Department of Rural Development,461,2016,582,2017,585,2018,28.09,0.65,0.55,34.23,0.72,0.75,37.70,0.71,0.71
2017-18,Ministry of Science and Technology,Department of Science and Technology,5397,2016,12177,2017,12177,2018,144.73,176.96,11.92,257.20,135.04,16.29,264.94,151.16,17.02
2017-18,Ministry of Science and Technology,Department of Biotechnology,171,2016,254,2017,254,2018,8.15,6.91,1.94,9.00,8.65,2.75,18.03,1.02,3.00
2017-18,Ministry of Science and Technology,Department of Scientific and Industrial Research,87,2016,94,2017,123,2018,3.31,3.86,0.31,7.50,2.64,0.40,9.73,4.06,0.45
2017-18,Ministry of Shipping,Ministry of Shipping,2032,2016,2325,2017,2341,2018,59.08,36.32,5.71,114.09,34.28,11.17,131.66,41.97,12.43
2017-18,Ministry of Skill Development and Entreprenuership,Ministry of Skill Development and Entreprenuership,53,2016,2026,2017,2080,2018,93.53,3.52,7.07,96.75,3.50,9.06,62.50,4.59,12.50
2017-18,Ministry of Social Justice and Empowerment,Department of Empowerment of Persons with Disabilities,99,2016,143,2017,143,2018,2.80,4.45,0.12,5.84,2.23,0.69,6.01,2.83,0.70
2017-18,Ministry of Social Justice and Empowerment,Department of Social Justice and Empowerment,491,2016,624,2017,626,2018,13.65,20.46,1.91,19.50,21.30,2.60,36.78,9.20,3.30
2017-18,Deparment of Space,Department of Space,14826,2016,17359,2017,17894,2018,497.74,915.94,47.44,1313.54,586.67,60.14,1352.16,672.21,65.45
2017-18,Ministry of Statistics and Programme Implementation,Ministry of Statistics and Programme Implementation,4617,2016,6357,2017,6357,2018,133.94,163.70,16.08,249.38,106.88,16.44,266.38,114.16,14.76
2017-18,Ministry of Steel,Ministry of Steel,243,2016,278,2017,278,2018,6.33,9.97,0.78,16.49,3.30,0.78,17.11,4.06,1.36
2017-18,Ministry of Textiles,Ministry of Textiles,4615,2016,4615,2017,4615,2018,170.52,3.36,7.71,256.55,7.54,14.25,224.66,7.88,16.45
2017-18,Ministry of Tourism,Ministry of Tourism,486,2016,578,2017,578,2018,19.47,14.32,6.76,27.99,13.87,3.55,26.83,17.96,6.22
2017-18,Ministry of Tribal Affairs,Ministry of Tribal Affairs,241,2016,310,2017,310,2018,10.52,4.18,0.81,12.48,5.90,1.18,13.04,6.16,1.36
2017-18,Ministry of Urban Development,Ministry of Urban Development,18266,2016,20224,2017,20224,2018,810.13,655.12,10.12,1047.21,732.55,24.92,1097.79,763.69,26.64
2017-18,"Ministry of Water Resources, River Development and Ganga Rejuvenation","Ministry of Water Resources, River Development and Ganga Rejuvenation",7775,2016,11408,2017,11407,2018,427.33,45.69,5.30,515.61,44.78,6.19,679.74,88.36,43.63
2017-18,Ministry of Women and Child Development,Ministry of Women and Child Development,635,2016,727,2017,727,2018,22.73,17.96,1.12,34.76,16.33,0.91,36.46,20.81,2.59
2017-18,Ministry of Youth Affairs and Sports,Ministry of Youth Affairs and Sports,403,2016,451,2017,451,2018,9.76,8.74,1.48,20.17,3.79,2.35,23.86,4.71,2.70
2017-18,GRAND TOTAL,GRAND TOTAL,3284714,2016,3538016,2017,3567574,2018,61991.25,82560.43,6017.80,113305.83,64677.43,4322.89,115429.81,69221.70,4713.93
2018-19,Ministry of Agriculture and Farmers' Welfare,"Department of Agriculture, Cooperation and Farmers' Welfare",3996,2017,5893,2018,5940,2019,192.15,103.46,12.77,191.56,127.70,18.61,204.47,148.07,24.54
2018-19,Ministry of Agriculture and Farmers' Welfare,Department of Agricultural Research and Education,49,2017,48,2018,48,2019,5.64,0.74,0.84,5.50,1.86,0.80,6.00,1.01,1.05
